yy,mm,dd,Staz1,Staz2,Staz3
1961,2,19,0.7108147745020688,0.42158257053233683,0.256014947546646
1961,2,20,0.9824297043960541,0.3674284170847386,0.1255837648641318
1961,2,21,0.6631317841820419,0.30030969087965786,0.17381860129535198
1961,2,22,0.7269493469502777,0.9832558920606971,0.5943326728884131
1961,2,23,0.03487768489867449,0.5263972757384181,0.025766417384147644
1961,2,24,0.8031411441043019,0.6556371722836047,0.009279543766751885
1961,2,25,0.6118012086953968,0.5005608771461993,0.670707392739132
1961,2,26,0.1947099263779819,0.4356532378587872,0.7085062770638615
1961,2,27,0.029588761739432812,0.9037137157283723,0.046021423768252134
1961,2,28,0.7353301215916872,0.12018396449275315,0.6591890673153102
1961,3,1,0.6616742748301476,0.9621308501809835,0.8590331848245114
1961,3,2,0.8646280025132,0.9879407198168337,0.33473070804029703
1961,3,3,0.6392482330556959,0.35819278191775084,0.6377127855084836
1961,3,4,0.9233295009471476,0.5131697740871459,0.38261725124903023
1961,3,5,0.5601060767658055,0.8998169489204884,0.14424580824561417
1961,3,6,0.454076886177063,0.9930696086958051,0.8065303878393024
1961,3,7,0.8672080477699637,0.7188943128567189,0.31280040368437767
1961,3,8,0.9607552057132125,0.29437534185126424,0.7275250854436308
1961,3,9,0.9447567076422274,0.6247862088494003,0.08890932379290462
1961,3,10,0.9719237172976136,0.4611441942397505,0.1758644722867757
1961,3,11,0.11321796267293394,0.5665170238353312,0.742059363052249
1961,3,12,0.5313813122920692,0.11364360176958144,0.020141255808994174
1961,3,13,0.44043820910155773,0.13913274859078228,0.08144857152365148
1961,3,14,0.7894098293036222,0.9963805838488042,0.5292091509327292
1961,3,15,0.9213295869994909,0.3379804417490959,0.9825833984650671
1961,3,16,0.6563430628739297,0.544585153227672,0.2699615054298192
1961,3,17,0.232588222483173,0.2606009084265679,0.9604957776609808
1961,3,18,0.03229072759859264,0.9495858149603009,0.6610839262139052
1961,3,19,0.6679757717065513,0.7235216235276312,0.9623851578217
1961,3,20,0.4943866143003106,0.11792384670116007,0.956082837888971
1961,3,21,0.8823019992560148,0.8515069067943841,0.36138940951786935
1961,3,22,0.5625606700778008,0.2730120273772627,0.26266203937120736
1961,3,23,0.09957298985682428,0.6863197828643024,0.9068041604477912
1961,3,24,0.7253230651840568,0.517324703745544,0.6994591122493148
1961,3,25,0.9968400744255632,0.8231364795938134,0.30833446560427547
1961,3,26,0.8892112225294113,0.7340120349545032,0.5995240018237382
1961,3,27,0.020278201438486576,0.8122107179369777,0.6049979268573225
1961,3,28,0.3189084955956787,0.35050742444582283,0.5590193008538336
1961,3,29,0.7370641869492829,0.026836393401026726,0.3916148249991238
1961,3,30,0.392215188825503,0.10238874447531998,0.8204906117171049
1961,3,31,0.4565644902177155,0.564982647774741,0.9792388924397528
1961,4,1,0.39658268145285547,0.1944404395762831,0.3393273879773915
1961,4,2,0.3305590618401766,0.8087631978560239,0.6205679022241384
1961,4,3,0.16291482304222882,0.518336646258831,0.40149555425159633
1961,4,4,0.6024272108916193,0.6582578946836293,0.31954971118830144
1961,4,5,0.39776437636464834,0.03994534397497773,0.7914510958362371
1961,4,6,0.14010739885270596,0.6868028212338686,0.7628242040518671
1961,4,7,0.21713447873480618,0.10385572328232229,0.4347761182580143
1961,4,8,0.48392891860567033,0.16020866320468485,0.6267587712500244
1961,4,9,0.8798975406680256,0.601325360359624,0.43200796796008945
1961,4,10,0.7465657158754766,0.24308316269889474,0.7012343788519502
1961,4,11,0.15156152774579823,0.466225951211527,0.6648436575196683
1961,4,12,0.9783517667092383,0.9095928645692766,0.4038944677449763
1961,4,13,0.26445548702031374,0.7171583336312324,0.6177129049319774
1961,4,14,0.10955541371367872,0.7524495148099959,0.17446968704462051
1961,4,15,0.7798067873809487,0.3085166891105473,0.41409508720971644
1961,4,16,0.7257919292896986,0.5876590083353221,0.3648046674206853
1961,4,17,0.709773983573541,0.3139216243289411,0.7278491421602666
1961,4,18,0.8664951368700713,0.8068313347175717,0.3488046594429761
1961,4,19,0.9454471769277006,0.8107260332908481,0.3619730086065829
1961,4,20,0.04885967285372317,0.5102507201954722,0.2532232927624136
1961,4,21,0.10787987196817994,0.39635960618034005,0.9925553605426103
1961,4,22,0.46931801782920957,0.9194432180374861,0.46449817856773734
1961,4,23,0.6057350204791874,0.995776935480535,0.5376610090024769
1961,4,24,0.08521355059929192,0.5203612265177071,0.4180616424418986
1961,4,25,0.9745117861311883,0.720088924979791,0.8778864345513284
1961,4,26,0.09292902937158942,0.10531516163609922,0.783063180046156
1961,4,27,0.5256865138653666,0.544629082782194,0.5557201658375561
1961,4,28,0.7929686652496457,0.42215253436006606,0.16748116305097938
1961,4,29,0.9034966118633747,0.40329416701570153,0.20117934327572584
1961,4,30,0.9960303732659668,0.6442070468328893,0.11163351614959538
1961,5,1,0.8543848972767591,0.31903189281001687,0.5382649993989617
1961,5,2,0.9450677684508264,0.35498849232681096,0.1302494623232633
1961,5,3,0.5291309806052595,0.7883741757832468,0.09281464363448322
1961,5,4,0.6563989624846727,0.043020759942010045,0.9451742232777178
1961,5,5,0.8929908429272473,0.5068372716195881,0.30755452043376863
1961,5,6,0.15358314802870154,0.9146322249434888,0.3529886694159359
1961,5,7,0.5629902014043182,0.7336495460476726,0.7520589283667505
1961,5,8,0.19827235350385308,0.686433844268322,0.5241978273261338
1961,5,9,0.7699787002056837,0.13549362937919796,0.8746814096812159
1961,5,10,0.5335414852015674,0.42589627974666655,0.6359148882329464
1961,5,11,0.6300240431446582,0.8401185313705355,0.9047821757849306
1961,5,12,0.7772745774127543,0.07099847868084908,0.13518333481624722
1961,5,13,0.8034876256715506,0.5756710832938552,0.21869079465977848
1961,5,14,0.44948220648802817,0.8165345096495003,0.4354356012772769
1961,5,15,0.16380336950533092,0.6837903438135982,0.8142821993678808
1961,5,16,0.6759997759945691,0.5505183960776776,0.6142903396394104
1961,5,17,0.8900750768370926,0.6626258327160031,0.9769476046785712
1961,5,18,0.31831149314530194,0.9657946061342955,0.28449688060209155
1961,5,19,0.28058999171480536,0.2770072645507753,0.7043410039041191
1961,5,20,0.4666009263601154,0.528652124106884,0.2909898466896266
1961,5,21,0.429978912929073,0.07045125286094844,0.033603860065340996
1961,5,22,0.44458027253858745,0.6377080550882965,0.9217113736085594
1961,5,23,0.9295904890168458,0.6955384758766741,0.873546845279634
1961,5,24,0.08853569906204939,0.528924100799486,0.7658271433319896
1961,5,25,0.37551888660527766,0.681032310705632,0.07585850264877081
1961,5,26,0.18034867057576776,0.7782555751036853,0.2533725432585925
1961,5,27,0.799230607226491,0.006182290846481919,0.9498511240817606
1961,5,28,0.9078520566690713,0.7467724750749767,0.4097505328245461
1961,5,29,0.60047887079417706,0.4395923023112118,0.9969289610162377
1961,5,30,0.7923617567867041,0.49529795232228935,0.39055022853426635
1961,5,31,0.8142533495556563,0.37745936145074666,0.9812132429797202
1961,6,1,0.8475800016894937,0.20696617779321969,0.2562497544568032
1961,6,2,0.5322256872896105,0.686257092282176,0.6304325091186911
1961,6,3,0.5447998554445803,0.3379945841152221,0.06242896872572601
1961,6,4,0.04631903604604304,0.5704343081451952,0.17362823290750384
1961,6,5,0.15928995260037482,0.15381006128154695,0.8569650719873607
1961,6,6,0.8812891719862819,0.20501400879584253,0.5174737246707082
1961,6,7,0.058948281686753035,0.8658619371708483,0.2504130760207772
1961,6,8,0.8092262833379209,0.3576458010356873,0.041319166542962193
1961,6,9,0.06420275918208063,0.9283135791774839,0.8377564265392721
1961,6,10,0.019536824896931648,0.5089060836471617,0.5789772779680789
1961,6,11,0.7011960365343839,0.7573435225058347,0.8617610929068178
1961,6,12,0.1949989248532802,0.35427811928093433,0.5138613788876683
1961,6,13,0.4536834436003119,0.2097162047866732,0.4326832427177578
1961,6,14,0.23689575726166368,0.03531497879885137,0.004679419100284576
1961,6,15,0.8077643669676036,0.4936287619639188,0.9727128129452467
1961,6,16,0.863271034322679,0.460118020651862,0.21783422003500164
1961,6,17,0.376563256373629,0.972880398388952,0.06520503829233348
1961,6,18,0.12510007247328758,0.9337687171064317,0.4189774093683809
1961,6,19,0.8496180332731456,0.8473540619015694,0.7425990186166018
1961,6,20,0.6118082064203918,0.5230975560843945,0.23814269760623574
1961,6,21,0.840874218614772,0.6372168257366866,0.5842534424737096
1961,6,22,0.7255488953087479,0.4677081548143178,0.506541314534843
1961,6,23,0.19029483059421182,0.9393675616011024,0.29627557354979217
1961,6,24,0.08228366333059967,0.9798197790514678,0.6444531199522316
1961,6,25,0.053690677508711815,0.8522056611254811,0.30232491972856224
1961,6,26,0.9395035542547703,0.9437432300765067,0.10281024593859911
1961,6,27,0.6631868158001453,0.7098941914737225,0.21701065730303526
1961,6,28,0.9322361429221928,0.1396132882218808,0.8937201704829931
1961,6,29,0.5008596496190876,0.8505098600871861,0.9137651266064495
1961,6,30,0.6729087950661778,0.6069330745376647,0.24136291211470962
1961,7,1,0.4351590450387448,0.14604675467126071,0.28904523816891015
1961,7,2,0.144975442904979,0.1858792887069285,0.7558983706403524
1961,7,3,0.5443778594490141,0.5129299664404243,0.06205976149067283
1961,7,4,0.30360485916025937,0.7027842889074236,0.8327058092691004
1961,7,5,0.8569683996029198,0.23926728731021285,0.7143533972557634
1961,7,6,0.5693012266419828,0.9568955381400883,0.8696851376444101
1961,7,7,0.47016679286025465,0.3272557065356523,0.7003004495054483
1961,7,8,0.4087766455486417,0.4466385771520436,0.688154285075143
1961,7,9,0.6040456315968186,0.291154270991683,0.9721146849915385
1961,7,10,0.7090203515253961,0.46693483949638903,0.34550567087717354
1961,7,11,0.6907734889537096,0.04035536199808121,0.6653114845976233
1961,7,12,0.11959430505521595,0.07674070238135755,0.16961005120538175
1961,7,13,0.15840266272425652,0.9751621684990823,0.5655470814090222
1961,7,14,0.3355097398161888,0.3619754081591964,0.8381039695814252
1961,7,15,0.1249153702519834,0.28536062757484615,0.1807768982835114
1961,7,16,0.5962514858692884,0.3808427138719708,0.7697354925330728
1961,7,17,0.8940830423962325,0.8036700887605548,0.7530247275717556
1961,7,18,0.38893994060344994,0.8861267117317766,0.6554033283609897
1961,7,19,0.3965379963628948,0.2065407340414822,0.5889121764339507
1961,7,20,0.7913469700142741,0.7363031625282019,0.4810453914105892
1961,7,21,0.3175784167833626,0.6788522955030203,0.5121440722141415
1961,7,22,0.28815393382683396,0.24735358403995633,0.5485721644945443
1961,7,23,0.3754709893837571,0.15669822017662227,0.5998634463176131
1961,7,24,0.28882749285548925,0.22407295345328748,0.23567963298410177
1961,7,25,0.6295759784989059,0.5362714666407555,0.40431048814207315
1961,7,26,0.377949480433017,0.05076383799314499,0.0023814807645976543
1961,7,27,0.6905936920084059,0.5903391735628247,0.33656993322074413
1961,7,28,0.08004602463915944,0.13685249909758568,0.6896585393697023
1961,7,29,0.6414645668119192,0.45753642497584224,0.49212835589423776
1961,7,30,0.7555216285400093,0.5543947399128228,0.8206779535394162
1961,7,31,0.4313599516171962,0.754092380637303,0.06731982785277069
1961,8,1,0.4067900571972132,0.9044807001482695,0.25568978185765445
1961,8,2,0.270157340914011,0.8987601934932172,0.5332403189968318
1961,8,3,0.00808470486663282,0.9366227227728814,0.5216247823555022
1961,8,4,0.6619432435836643,0.7344288406893611,0.3907995531335473
1961,8,5,0.058954750187695026,0.7661484158597887,0.7724397480487823
1961,8,6,0.11772925429977477,0.7860500297974795,0.471640293719247
1961,8,7,0.726447373861447,0.8107931399717927,0.8164434256032109
1961,8,8,0.15296456962823868,0.9176014235708863,0.5722362550441176
1961,8,9,0.607696465915069,0.1709185268264264,0.6620119791477919
1961,8,10,0.24253925494849682,0.06446970533579588,0.6415434596128762
1961,8,11,0.12112255278043449,0.5148903359659016,0.591100073652342
1961,8,12,0.5941216130740941,0.3627393280621618,0.8511502891778946
1961,8,13,0.29567005345597863,0.8363895562943071,0.42044988833367825
1961,8,14,0.39726891461759806,0.7949990201741457,0.33295648265630007
1961,8,15,0.8214189414866269,0.49199547502212226,0.6238194566685706
1961,8,16,0.9243353002239019,0.2047634965274483,0.3031953233294189
1961,8,17,0.8358056757133454,0.41807522834278643,0.8108880368527025
1961,8,18,0.8229743579868227,0.31261111120693386,0.06964104622602463
1961,8,19,0.4935007207095623,0.432693709153682,0.692611854057759
1961,8,20,0.8408619172405452,0.264177683275193,0.8956175670027733
1961,8,21,0.785085100447759,0.4259035000577569,0.8610683176666498
1961,8,22,0.7062573260627687,0.3321482138708234,0.09756828960962594
1961,8,23,0.6244623220991343,0.21260181115940213,0.6883367307018489
1961,8,24,0.270922512980178,0.5020045621786267,0.8856467693112791
1961,8,25,0.8661225726827979,0.2231557189952582,0.8591945306397974
1961,8,26,0.2278492406476289,0.4224488977342844,0.006716572446748614
1961,8,27,0.9302807860076427,0.8676734801847488,0.5979309249669313
1961,8,28,0.3588211168535054,0.841616427525878,0.3025028337724507
1961,8,29,0.44520906917750835,0.8285563809331506,0.27557879593223333
1961,8,30,0.0981959430500865,0.6535349260084331,0.21380007616244256
1961,8,31,0.3954583639279008,0.17249097721651196,0.8000107903499156
1961,9,1,0.4141987601760775,0.580409980379045,0.48457005922682583
1961,9,2,0.04584002844057977,0.4349921999964863,0.07183560077100992
1961,9,3,0.9736264201346785,0.0743771146517247,0.050034214509651065
1961,9,4,0.7441694706212729,0.010547344805672765,0.07641077414155006
1961,9,5,0.08463536528870463,0.05051652668043971,0.16198876802809536
1961,9,6,0.7158266920596361,0.1418093703687191,0.1417587106116116
1961,9,7,0.5461896066553891,0.5509000744204968,0.500105450861156
1961,9,8,0.09429850615561008,0.4752972412388772,0.3985776051413268
1961,9,9,0.6770075017120689,0.4096463315654546,0.6556997571606189
1961,9,10,0.738230014918372,0.9305402815807611,0.5082317360211164
1961,9,11,0.00399112026207149,0.5801144340075552,0.8820172036066651
1961,9,12,0.6824475838802755,0.4747099708765745,0.6570022460073233
1961,9,13,0.49520887015387416,0.4581432966515422,0.8012193655595183
1961,9,14,0.890585808781907,0.8133054850623012,0.6546269559767097
1961,9,15,0.5700316692236811,0.21126381075009704,0.7987247910350561
1961,9,16,0.0444941536989063,0.19588233344256878,0.36098122131079435
1961,9,17,0.9467075967695564,0.4238953290041536,0.39202946866862476
1961,9,18,0.9430604609660804,0.9647914674133062,0.8858778141438961
1961,9,19,0.6479837649967521,0.35205257940106094,0.978185159387067
1961,9,20,0.9559030821546912,0.9363981853239238,0.995745109859854
1961,9,21,0.4576223324984312,0.6899456363171339,0.8153820114675909
1961,9,22,0.9362417589873075,0.34452212043106556,0.11776719149202108
1961,9,23,0.2065151371061802,0.21709990105591714,0.16976524866186082
1961,9,24,0.15829928289167583,0.7761233896017075,0.6653467998839915
1961,9,25,0.6820628419518471,0.6138780354522169,0.47700534272007644
1961,9,26,0.09444753685966134,0.8849097315687686,0.9385668248869479
1961,9,27,0.10683677368797362,0.9984993990510702,0.5976401914376765
1961,9,28,0.9985368130728602,0.8145340420305729,0.19462435320019722
1961,9,29,0.48930943571031094,0.5354286530055106,0.14099890808574855
1961,9,30,0.5510528064332902,0.812516667181626,0.6788368965499103
1961,10,1,0.8785935521591455,0.9379857704043388,0.7778340084478259
1961,10,2,0.47821243247017264,0.8036699437070638,0.37915577180683613
1961,10,3,0.3040135654155165,0.7312297490425408,0.30373632721602917
1961,10,4,0.6335116536356509,0.8268414398189634,0.5718734895344824
1961,10,5,0.6989675366785377,0.3702194744255394,0.6052392791025341
1961,10,6,0.6585504196118563,0.7451894064433873,0.6639566102530807
1961,10,7,0.8722929593641311,0.30306968186050653,0.23862064070999622
1961,10,8,0.7925944374874234,0.6942901855800301,0.3679871801286936
1961,10,9,0.9217274812981486,0.14271914004348218,0.2788629161659628
1961,10,10,0.795190739678219,0.31942626158706844,0.2619146010838449
1961,10,11,0.8766811531968415,0.8436377316247672,0.32462812936864793
1961,10,12,0.6867995224893093,0.25163743435405195,0.955773554276675
1961,10,13,0.09497262607328594,0.03589884773828089,0.023730121552944183
1961,10,14,0.8163159729447216,0.49979857029393315,0.16638077748939395
1961,10,15,0.03636372135952115,0.524478608276695,0.9174742633476853
1961,10,16,0.5549733815714717,0.1120988572947681,0.06900131655856967
1961,10,17,0.46911271661520004,0.985234959051013,0.042756170965731144
1961,10,18,0.939352321671322,0.05762661714106798,0.35658688633702695
1961,10,19,0.6028449120931327,0.8020807327702641,0.03881422500126064
1961,10,20,0.8896224526688457,0.9984800373204052,0.45277972985059023
1961,10,21,0.300801086705178,0.1391273676417768,0.0853735445998609
1961,10,22,0.18645276664756238,0.408060600515455,0.6854428097140044
1961,10,23,0.37165964068844914,0.3548404925968498,0.8506472310982645
1961,10,24,0.2957112807780504,0.4887552137952298,0.7130312509834766
1961,10,25,0.9703365215100348,0.9283441950101405,0.9190397516358644
1961,10,26,0.4293206799775362,0.13950452650897205,0.8111933656036854
1961,10,27,0.3168385489843786,0.8217237996868789,0.13527081068605185
1961,10,28,0.3239473837893456,0.9090500411111861,0.14826727216131985
1961,10,29,0.3961578458547592,0.49566823220811784,0.9744356160517782
1961,10,30,0.9067941636312753,0.40871841716580093,0.05088421260006726
1961,10,31,0.7879121312871575,0.6519147120416164,0.6536430653650314
1961,11,1,0.5024231581483036,0.4979902720078826,0.6486471868120134
1961,11,2,0.15084048826247454,0.1443692957982421,0.15427981386892498
1961,11,3,0.4155032082926482,0.8075011614710093,0.2127878989558667
1961,11,4,0.34922461258247495,0.5030449517071247,0.722719683079049
1961,11,5,0.5765468690078706,0.8989978041499853,0.4609252263326198
1961,11,6,0.5856351130641997,0.6679764995351434,0.5500718157272786
1961,11,7,0.9886895227245986,0.992251017363742,0.6665524519048631
1961,11,8,0.6707881598267704,0.7917270518373698,0.9127341576386243
1961,11,9,0.31882264325395226,0.06540778488852084,0.3681724912021309
1961,11,10,0.7865388782229275,0.3728209608234465,0.5750447413884103
1961,11,11,0.5290898052044213,0.9583928065840155,0.8383851384278387
1961,11,12,0.962931708432734,0.6935451682657003,0.745681120781228
1961,11,13,0.0763678562361747,0.7585768967401236,0.8495485873427242
1961,11,14,0.2929850723594427,0.7925528581254184,0.1020101741887629
1961,11,15,0.015479270601645112,0.5807725130580366,0.7976818911265582
1961,11,16,0.014052805956453085,0.3371557774953544,0.7797170809935778
1961,11,17,0.6869260417297482,0.4870765882078558,0.5706090999301523
1961,11,18,0.5899355157744139,0.2090098091866821,0.24216680089011788
1961,11,19,0.43843313260003924,0.8541767904534936,0.9135216176509857
1961,11,20,0.1362633449025452,0.46188308857381344,0.45701283984817564
1961,11,21,0.34125494002364576,0.06829964299686253,0.888691681670025
1961,11,22,0.5692470201756805,0.8204678704496473,0.6163516594097018
1961,11,23,0.22691221348941326,0.8647543350234628,0.33889362565241754
1961,11,24,0.16297102766111493,0.12774668168276548,0.5913009778596461
1961,11,25,0.08389687654562294,0.27110946690663695,0.6362786039244384
1961,11,26,0.07751532620750368,0.9398542456328869,0.5558678542729467
1961,11,27,0.2570503675378859,0.7348315191920847,0.7512112476397306
1961,11,28,0.3467659142334014,0.6464631475973874,0.2143416735343635
1961,11,29,0.5628733409103006,0.09860781347379088,0.038039492443203926
1961,11,30,0.5806918803136796,0.9085165248252451,0.5428316842298955
1961,12,1,0.9144046548753977,0.7600143407471478,0.8878821565303952
1961,12,2,0.6494892968330532,0.5419161671306938,0.5728992465883493
1961,12,3,0.9884863228071481,0.8390689354855567,0.1549276460427791
1961,12,4,0.7286404657643288,0.18592436891049147,0.9001937943976372
1961,12,5,0.02820317866280675,0.7963549201376736,0.3098145672120154
1961,12,6,0.37176623614504933,0.7700564619153738,0.9119967857841402
1961,12,7,0.21619294420816004,0.47490088315680623,0.9101818539202213
1961,12,8,0.2502759797498584,0.07115485798567533,0.40557642839848995
1961,12,9,0.18017202569171786,0.49708620412275195,0.014562421478331089
1961,12,10,0.6188741915393621,0.12828351184725761,0.25583136500790715
1961,12,11,0.32807377353310585,0.9006814754102379,0.684727777261287
1961,12,12,0.2665293093305081,0.0034475931897759438,0.610862955218181
1961,12,13,0.9853016594424844,0.846898540854454,0.494154482614249
1961,12,14,0.9097640733234584,0.35904199886135757,0.3378512274939567
1961,12,15,0.9283711523748934,0.93591677560471,0.3724084454588592
1961,12,16,0.22358270781114697,0.135948775568977,0.043490310898050666
1961,12,17,0.0591583636123687,0.3162786385510117,0.5760526861995459
1961,12,18,0.8598082151729614,0.17279876791872084,0.6011580717749894
1961,12,19,0.7488909843377769,0.9010053211823106,0.7286263143178076
1961,12,20,0.47759323311038315,0.3422544300556183,0.4532369691878557
1961,12,21,0.24267456377856433,0.8908261412288994,0.11041054502129555
1961,12,22,0.6807732041925192,0.8257499169558287,0.5567921206820756
1961,12,23,0.5645595721434802,0.9110018128994852,0.41634330060333014
1961,12,24,0.0668944320641458,0.01408766838721931,0.9743482416961342
1961,12,25,0.18407529639080167,0.3651780034415424,0.2664305006619543
1961,12,26,0.0951399418991059,0.19606683729216456,0.1619624700397253
1961,12,27,0.7889180791098624,0.8774883938021958,0.9660459400620311
1961,12,28,0.5620595365762711,0.2268187184818089,0.738684612326324
1961,12,29,0.22951592598110437,0.0611946361605078,0.9518607137724757
1961,12,30,0.4755525204818696,0.004900310188531876,0.46244039572775364
1961,12,31,0.4278473628219217,0.6202705402392894,0.7483411820139736
1962,1,1,0.5279467080254108,0.0859804314095527,0.1241824438329786
1962,1,2,0.9510951552074403,0.921117355581373,0.35282813757658005
1962,1,3,0.22188648977316916,0.07524873851798475,0.4909937169868499
1962,1,4,0.46510157617740333,0.11069976235739887,0.5477221752516925
1962,1,5,0.4204061268828809,0.13004362653009593,0.8105180780403316
1962,1,6,0.8228285845834762,0.7220595735125244,0.13753406540490687
1962,1,7,0.25515861180610955,0.4176101272460073,0.49735343316569924
1962,1,8,0.8815153990872204,0.9570904863066971,0.35956034786067903
1962,1,9,0.989229668630287,0.2641122762579471,0.34876012429594994
1962,1,10,0.7995279063470662,0.3763692006468773,0.27903567906469107
1962,1,11,0.15383531874977052,0.4407622537110001,0.6268877887632698
1962,1,12,0.43391726864501834,0.6297934951726347,0.24577252566814423
1962,1,13,0.4972677044570446,0.22258778614923358,0.37849024473689497
1962,1,14,0.6865583090111613,0.5932834120467305,0.14276285585947335
1962,1,15,0.5506145381368697,0.6996310392860323,0.9548736501019448
1962,1,16,0.2504058026243001,0.3008568827062845,0.4898697941098362
1962,1,17,0.5739540702197701,0.7564580289181322,0.8364656667690724
1962,1,18,0.8741092782001942,0.166378203779459,0.14255305333063006
1962,1,19,0.07502775103785098,0.1633163494989276,0.6770694088190794
1962,1,20,0.4729108524043113,0.4417290419805795,0.904505196493119
1962,1,21,0.999282372649759,0.5721916465554386,0.12533828453160822
1962,1,22,0.6780378054827452,0.7224493024405092,0.8144171037711203
1962,1,23,0.12474391655996442,0.9630969963036478,0.47937839780934155
1962,1,24,0.37045008945278823,0.22812892845831811,0.5945784838404506
1962,1,25,0.35690854326821864,0.5933560016565025,0.34441063716076314
1962,1,26,0.4350576850119978,0.5900180088356137,0.9349070871248841
1962,1,27,0.2826611795462668,0.6932151794899255,0.7338075572624803
1962,1,28,0.8932838551700115,0.322479555150494,0.1320982649922371
1962,1,29,0.9384109689854085,0.37558851251378655,0.2703347420319915
1962,1,30,0.36486480687744915,0.22754658455960453,0.11826186534017324
1962,1,31,0.6050002153497189,0.06502958736382425,0.8225545845925808
1962,2,1,0.6746818702667952,0.2295248187147081,0.13097838661633432
1962,2,2,0.027122542029246688,0.7773996284231544,0.5477487654425204
1962,2,3,0.2868007698561996,0.06451940978877246,0.7493230919353664
1962,2,4,0.5857209300156683,0.5229547487106174,0.8569862388540059
1962,2,5,0.4356635387521237,0.9115991806611419,0.4113569827750325
1962,2,6,0.7666870958637446,0.601054904749617,0.05009536910802126
1962,2,7,0.1484336405992508,0.3014763295650482,0.2842011619359255
1962,2,8,0.23465103679336607,0.9696947718039155,0.27761100325733423
1962,2,9,0.9134880881756544,0.23806755850091577,0.6462647498119622
1962,2,10,0.6425873541738838,0.11674542701803148,0.7648944922257215
1962,2,11,0.12511707446537912,0.8664085839409381,0.898572345264256
1962,2,12,0.5097862179391086,0.062340147793293,0.34691137773916125
1962,2,13,0.814981227973476,0.5552239373791963,0.06411488493904471
1962,2,14,0.5257200705818832,0.33090957603417337,0.7027815189212561
1962,2,15,0.7462779937777668,0.9038825463503599,0.6653610090725124
1962,2,16,0.38526734663173556,0.7939206371083856,0.9322779143694788
1962,2,17,0.38319381256587803,0.9228853702079505,0.5229251468554139
